"n","author","title","editorial","pages","genre","subgenre","code"
"1","HOMERO","LA ILIADA","ZIG-ZAG","160","CLÁSICOS Y CUENTOS","","BL1101"
"2","MIGUEL DE UNAMUNO","ABEL SÁNCHEZ","EDIMART","80","NOVELA","","BL1102"
"3","HERMANN HESSE","SIDDHARTA","ANDRÉS BELLO","125","NOVELA","","BL1103"
"4","HÉCTOR MALOT","EN FAMILIA","CENTRO GRÁFICO","100","NOVELA","","BL1104"
"5","VARIOS AUTORES","LEYENDAS CHILENAS","ANDRÉS BELLO","77","CLÁSICOS Y CUENTOS","","BL1105"
"6","ALEJANDRO MANZONI","LOS NOVIOS","RAMÓN SOPENA","535","NOVELA","","BL1106"
"7","MARCELA PAZ","¿SOY DIXLESO? POR PAPELUCHO","UNIVERSITARIA","109","INFANTIL","","BL1107"
"8","PLATÓN","APOLOGÍA DE SÓCRATES","COLICHEUQUE","80","FILOSOFÍA Y PSICOLOGÍA","","BL1108"
"9","JORGE LUIS BORGES","HISTORIA UNIVERSAL DE LA INFAMIA","ALIANZA","135","NOVELA","","BL1109"
"10","VARIOS AUTORES","ANTOLOGÍA DE CUENTOS DE MISTERIO","PROSA","127","CLÁSICOS Y CUENTOS","","BL1110"
"11","LINDA SILVERMAN GOLDZIMER","¡PRIMERO ESTOY YO!","NORMA","253","ECONOMÍA Y ADMINISTRACIÓN","","BL1111"
"12","MOLIÈRE","TARTUFO O EL IMPOSTOR","UNIVERSITARIA","84","TEATRO","","BL1112"
"13","ALBERTO BLEST GANA","MARTÍN RIVAS","ZIG-ZAG","405","NOVELA","","BL1113"
"14","GABRIEL GARCÍA MÁRQUEZ","EL AMOR EN LOS TIEMPOS DEL CÓLERA","SUDAMERICANA","451","NOVELA","","BL1114"
"15","GUY DES CARS","EL SOLITARIO","EMECÉ","219","NOVELA","","BL1115"
"16","VARIOS AUTORES","CIENCIAS PLAN COMÚN QUÍMICA 2008","CEPECH","220","EDUCACIÓN","","BL1116"
"17","VARIOS AUTORES","ANIMALES DEL MUNDO","LIBSA","31","INFANTIL","","BL1117"
"18","ISABEL ALLENDE","LA CIUDAD DE LAS BESTIAS","SUDAMERICANA","304","NOVELA","","BL1118"
"19","ENRIQUE BARRIOS","AMI EL NIÑO DE LAS ESTRELLAS","SIRIO","199","INFANTIL","","BL1119"
"20","ANTOINE DE SAINT-EXUPÉRY","EL PRINCIPITO","ZIG-ZAG","106","CLÁSICOS Y CUENTOS","","BL1120"
"21","RABINDRANATH TAGORE","EL JARDINERO","PROSA","93","POESÍA","","BL1121"
"22","JACK LONDON","EL LLAMADO DE LA SELVA","ZIG-ZAG","123","CLÁSICOS Y CUENTOS","","BL1122"
"23","LOPE DE VEGA","FUENTEOVEJUNA","PROSA","94","TEATRO","","BL1123"
"24","MARÍA LUISA BOMBAL","LA ÚLTIMA NIEBLA","ANDRÉS BELLO","141","NOVELA","","BL1124"
"25","ENRIQUE IBSEN","CASA DE MUÑECAS","COLICHEUQUE","80","TEATRO","","BL1125"
"26","MADELEINE L'ENGLE","CAMILA","ALFAGUARA","197","NOVELA","","BL1126"
"27","LINN ULLMANN","ANTES DE QUE TE DUERMAS","RANDOM HOUSE MONDADORI","285","NOVELA","","BL1127"
"28","SAÚL SCHKOLNIK","CUENTOS DE LOS DERECHOS DEL NIÑO","ZIG-ZAG","117","INFANTIL","","BL1128"
"29","CLAUDIO JAQUE","EL RUIDO DEL TIEMPO","GALINOST","366","NOVELA","PRESTADO GABRIEL HIZAUT","BL1129"
"30","PETER HÄRTLING","BEN QUIERE A ANNA","ALFAGUARA","98","INFANTIL","","BL1130"
"31","THÉOPHILE GAUTIER","LA NOVELA DE UNA MOMIA","ANDRÉS BELLO","138","NOVELA","","BL1131"
"32","VARIOS AUTORES","GUÍA DE APOYO PSICOLÓGICO PARA UNIVERSITARIOS","USACH","163","EDUCACIÓN","","BL1132"
"33","JULIO VERNE","VEINTE MIL LEGUAS DE VIAJE SUBMARINO","ANDRÉS BELLO","159","CLÁSICOS Y CUENTOS","","BL1133"
"34","EMILY BRONTË","CUMBRES BORRASCOSAS","BIBLIOTECA DE LA LITERATURA UNIVERSAL","269","NOVELA","","BL1134"
"35","ISABEL ALLENDE","CUENTOS DE EVA LUNA","SUDAMERICANA","278","NOVELA","","BL1135"
"36","VARIOS AUTORES","JULIO CORTÁZAR: COMPROMISO Y FANTASÍA","AGUILAR","144","BIOGRAFÍA","","BL1136"
"37","ANA FRANK","EL DIARIO DE ANA FRANK","ZIG-ZAG","239","CLÁSICOS Y CUENTOS","","BL1137"
"38","JAVIER SIERRA","EL SECRETO EGIPCIO DE NAPOLEÓN","RANDOM HOUSE MONDADORI","302","NOVELA","","BL1138"
"39","MIGUEL DE UNAMUNO","NIEBLA","COLICHEUQUE","80","NOVELA","","BL1139"
"40","CAMILO JOSÉ CELA","LA COLMENA","ESPASA","263","NOVELA","","BL1140"
"41","ELENA G. DE WHITE","LA GRAN ESPERANZA","ACES","96","AUTOAYUDA","","BL1141"
"42","HERNÁN RIVERA LETELIER","LOS TRENES SE VAN AL PURGATORIO","PLANETA","191","NOVELA","","BL1142"
"43","JOSÉ LUIS ROSASCO","HISTORIAS DE AMOR Y ADOLESCENCIA","ANDRÉS BELLO","159","JUVENIL","","BL1143"
"44","ROBIN COOK","RIESGO ACEPTABLE","EMECÉ","400","NOVELA","THRILLER","BL1144"
"45","ANA MARÍA DEL RÍO","LITA, LA NIÑA DEL FIN DEL MUNDO","ALFAGUARA","111","JUVENIL","","BL1145"
"46","MARCELA SERRANO","PARA QUE NO ME OLVIDES","ALFAGUARA","252","NOVELA","","BL1146"
"47","LAUREN KATE","OSCUROS","MONTENA","413","JUVENIL","","BL1147"
"48","JOSEMARÍA CARRERAS GUIXÉ","BERGIL, EL CABALLERO PERDIDO DE BERLINDON","BAMBÚ","138","NOVELA","","BL1148"
"49","RÓMULO GALLEGOS","DOÑA BÁRBARA","BIBLIOTECA DE ORO DEL ESTUDIANTE","221","CLÁSICOS Y CUENTOS","","BL1149"
"50","ANÓNIMO","EL LAZARILLO DE TORMES","BIBLIOTECA DE ORO DEL ESTUDIANTE","144","CLÁSICOS Y CUENTOS","","BL1150"
"51","SAÚL SCHKOLNIK","ANTAI","ANDRÉS BELLO","94","INFANTIL","","BL1151"
"52","MARCO ANTONIO DE LA PARRA","EL AÑO DE LA BALLENA","ALFAGUARA","128","JUVENIL","","BL1152"
"53","MANUEL ROJAS","HIJO DE LADRÓN","ZIG-ZAG","255","NOVELA","","BL1153"
"54","JOSH MCDOWELL","MÁS QUE UN CARPINTERO","UNILIT","128","RELIGIÓN","","BL1154"
"55","MIGUEL DE UNAMUNO","NIEBLA","OLIMPO","152","NOVELA","","BL1155"
"56","TRUMAN CAPOTE","DESAYUNO EN TIFFANY'S","PORTADA","159","NOVELA","ADULTO","BL1156"
"57","RHONDA BYRNE","EL SECRETO","URANO","206","AUTOAYUDA","","BL1157"
"58","DENZIL ROMERO","AMORES, PASIONES Y VICIOS DE LA GRAN CATALINA","EMECÉ","304","NOVELA","","BL1158"
"59","JACK LONDON","COLMILLO BLANCO","CENTRO GRÁFICO","117","CLÁSICOS Y CUENTOS","","BL1159"
"60","EMILIO SALGARI","EL CORSARIO NEGRO","ZIG-ZAG","125","CLÁSICOS Y CUENTOS","","BL1160"
"61","RENÉ DESCARTES","DISCURSO DEL MÉTODO, MEDITACIONES METAFÍSICAS","GRAFIDCO","159","FILOSOFÍA Y PSICOLOGÍA","","BL1161"
"62","MARIO BENEDETTI","LA TREGUA","SUDAMERICANA","163","NOVELA","","BL1162"
"63","ENRIQUE LAFOURCADE","BUDDHA Y LOS CHOCOLATES ENVENENADOS","EDICIONES UNIVERSITARIAS DE VALPARAÍSO","171","NOVELA","","BL1163"
"64","MARCELA PAZ","PAPELUCHO Y EL MARCIANO","UNIVERSITARIA","125","INFANTIL","","BL1164"
"65","HOMERO","LA ODISEA","ZIG-ZAG","185","CLÁSICOS Y CUENTOS","","BL1165"
"66","LEANDRO FERNÁNDEZ DE MORATÍN","EL SÍ DE LAS NIÑAS","EDITORA JURÍDICA MANUEL MONTT","95","TEATRO","","BL1166"
"67","GASTÓN SOUBLETTE","PABLO NERUDA PROFETA DE AMÉRICA","EDICIONES NUEVA UNIVERSIDAD","130","ENSAYOS","","BL1167"
"68","OSCAR WILDE","EL FANTASMA DE CANTERVILLE","ZIG-ZAG","102","CLÁSICOS Y CUENTOS","","BL1168"
"69","FLORIDOR PÉREZ","MITOS Y LEYENDAS DE CHILE","ZIG-ZAG","94","CLÁSICOS Y CUENTOS","","BL1169"
"70","VARIOS AUTORES","CIVILIZACIONES PERDIDAS: LOS MAYAS I","EDICIONES FOLIO","80","FOTOGRAFÍA E ILUSTRADOS","","BL1170"
"71","SERGIO BAMBARÉN","EL DELFÍN HISTORIA DE UN SOÑADOR","EDICIONES B","90","AUTOAYUDA","","BL1171"
"72","ERICH FROMM","¿TENER O SER?","FONDO DE CULTURA ECONÓMICA","200","FILOSOFÍA Y PSICOLOGÍA","","BL1172"
"73","JOSÉ ORTEGA Y GASSET","LA REBELIÓN DE LAS MASAS","ANDRÉS BELLO","314","FILOSOFÍA Y PSICOLOGÍA","","BL1173"
"74","GRAHAM GREENE","EL MINISTERIO DEL MIEDO","ANDRÉS BELLO","272","CLÁSICOS Y CUENTOS","","BL1174"
"75","DAVID LISS","EL MERCADER DE CAFÉ","RANDOM HOUSE MONDADORI","376","NOVELA","","BL1175"
"76","WILLA CATHER","LA MUERTE VIENE HACIA EL ARZOBISPO","ANDRÉS BELLO","259","CLÁSICOS Y CUENTOS","","BL1176"
"77","AXEL MUNTHE","LA HISTORIA DE SAN MICHELE","ANDRÉS BELLO","445","CLÁSICOS Y CUENTOS","","BL1177"
"78","HAROLD ROBBINS","EL PIRATA","PLAZA & JANÉS","368","NOVELA","","BL1178"
"79","HERBERT GEORGE WELLS","LA GUERRA DE LOS MUNDOS","ANDRÉS BELLO","196","CLÁSICOS Y CUENTOS","","BL1179"
"80","ENRIQUE SIENKIEWICZ","QUO VADIS? TOMO II","ANDRÉS BELLO","316","CLÁSICOS Y CUENTOS","","BL1180"
"81","ARTHUR CONAN DOYLE","EL SABUESO DE LOS BASKERVILLE","ANDRÉS BELLO","202","CLÁSICOS Y CUENTOS","","BL1181"
"82","FEDOR DOSTOIEVSKI","LOS HERMANOS KARAMAZOV TOMO I","ANDRÉS BELLO","539","CLÁSICOS Y CUENTOS","","BL1182"
"83","HONORÉ DE BALZAC","PAPÁ GORIOT","ANDRÉS BELLO","274","CLÁSICOS Y CUENTOS","","BL1183"
"84","VICENTE PÉREZ ROSALES","PÁGINAS ESCOGIDAS","UNIVERSITARIA","279","HISTORIA","","BL1184"
"85","HAROLD LAMB","CARLOMAGNO","ALFAGUARA","335","NOVELA","HISTÓRICA","BL1185"
"86","NICHOLAS EVANS","A TRAVÉS DEL FUEGO","PLAZA & JANÉS","441","NOVELA","PRESTADO GABRIEL HIZAUT","BL1186"
"87","WILLIAM GOLDING","LA PIRÁMIDE","ANDRÉS BELLO","228","NOVELA","","BL1187"
"88","VÍCTOR DOMINGO SILVA","GOLONDRINA DE INVIERNO","ANDRÉS BELLO","230","NOVELA","","BL1188"
"89","JEAN URE","ME DICEN SARA TOMATE","NORMA","159","NOVELA","","BL1189"
"90","LOPE DE VEGA","FUENTEOVEJUNA","RAMÓN SOPENA","154","TEATRO","","BL1190"
"91","MARY SHELLEY","FRANKENSTEIN","ANDRÉS BELLO","236","CLÁSICOS Y CUENTOS","","BL1191"
"92","BENITO PÉREZ GALDÓS","TRAFALGAR","ARLANZA EDITORES","189","NOVELA","HISTÓRICA","BL1192"
"93","LOUISA M. ALCOTT","AQUELLAS MUJERCITAS","COLICHEUQUE","80","NOVELA","","BL1193"
"94","AUGUSTO D'HALMAR","JUANA LUCERO","OLIMPO","196","NOVELA","","BL1194"
"95","PEDRO CALDERÓN DE LA BARCA","LA VIDA ES SUEÑO","COLICHEUQUE","80","TEATRO","","BL1195"
"96","FLORIDOR PÉREZ","ANTOLOGÍA DE GIBRÁN JALIL GIBRÁN","UNIVERSITARIA","80","POESÍA","","BL1196"
"97","IVÁN BRAVO VALENZUELA","PEREGRINO POR LA VIDA","GRAPHOS COMUNICACIONES","352","AUTOBIOGRAFÍA","","BL1197"
"98","MARIO VARGAS LLOSA","LOS CACHORROS/LOS JEFES","BIBLIOTECA DE LA LITERATURA UNIVERSAL","126","CLÁSICOS Y CUENTOS","","BL1198"
"99","PEDRO CALDERÓN DE LA BARCA","LA VIDA ES SUEÑO","ZIG-ZAG","159","TEATRO","","BL1199"
"100","VARIOS AUTORES","FÍSICA 2º EDUCACIÓN MEDIA","SANTILLANA","208","EDUCACIÓN","","BL1200"
"101","VARIOS AUTORES","LABERINTO DE MIRADAS ESPAÑA/LATINOAMÉRICA","CASA AMÉRICA CATALUNYA","413","FOTOGRAFÍA E ILUSTRADOS","","BL1201"
"102","JUAN RULFO","EL LLANO EN LLAMAS","SEIX BARRAL","119","NOVELA","","BL1202"
"103","JOSÉ MAURO DE VASCONCELOS","MI PLANTA DE NARANJA-LIMA","EL ATENEO","182","JUVENIL","","BL1203"
"104","HERNÁN RIVERA LETELIER","HIMNO DEL ÁNGEL PARADO EN UNA PATA","PLANETA","209","NOVELA","","BL1204"
"105","MANUEL PEREIRA L./FIDEL SEPÚLVEDA LL.","CUENTOS CHILENOS PARA NIÑOS","ANDRÉS BELLO","125","INFANTIL","","BL1205"
"106","MABEL O'DONNELL","THE NEW DAY IN AND DAY OUT","THE ALICE AND JERRY BOOKS","160","INFANTIL","","BL1206"
"107","ANGELA SOMMER-BODENBURG","EL PEQUEÑO VAMPIRO","ALFAGUARA","192","INFANTIL","","BL1207"
"108","ALICIA MOREL","EL INCREÍBLE MUNDO DE LLANCA","ANDRÉS BELLO","95","INFANTIL","","BL1208"
"109","JORGE MANRIQUE/GARCILASO DE LA VEGA","POESÍA SELECTA","ERCILLA","223","POESÍA","","BL1209"
"110","MANUEL PEÑA","EL COLLAR DE PERLAS NEGRAS","UNIVERSITARIA","76","INFANTIL","","BL1210"
"111","LUIS MARÍA PESCETTI","FRIN","ALFAGUARA","203","INFANTIL","","BL1211"
"112","ANTÓN SEMIÓNOVICH MAKARENKO","POEMA PEDAGÓGICO","PLANETA","573","NOVELA","","BL1212"
"113","ANÓNIMO","POEMA DEL MÍO CID","RENACIMIENTO","165","CLÁSICOS Y CUENTOS","","BL1213"
"114","ALICIA MOREL","LA HORMIGUITA CANTORA Y EL DUENDE MELODÍA","ZIG-ZAG","123","INFANTIL","","BL1214"
"115","ROBERT LOUIS STEVENSON","LA ISLA DEL TESORO","COLICHEUQUE","80","CLÁSICOS Y CUENTOS","","BL1215"
"116","RICHARD BACH","JUAN SALVADOR GAVIOTA, UN RELATO","JAVIER VERGARA EDITOR","92","CLÁSICOS Y CUENTOS","","BL1216"
"117","THEA BECKMAN","CRUZADA EN 'JEANS'","EDICIONES SM","239","NOVELA","","BL1217"
"118","JAAP TER HAAR","EL MUNDO DE BEN LIGHTHART","EDICIONES SM","147","NOVELA","","BL1218"
"119","MARÍA LUISA BOMBAL","LA AMORTAJADA","UNIVERSITARIA","77","NOVELA","","BL1219"
"120","PETER HÄRTLING","BEN QUIERE A ANNA","ALFAGUARA","98","INFANTIL","","BL1220"
"121","EMILY BRONTË","CUMBRES BORRASCOSAS","ALFAGUARA","400","NOVELA","","BL1221"
"122","JOHN RONALD REUEL TOLKIEN","EL HOBBIT","MINOTAURO","310","CLÁSICOS Y CUENTOS","PRESTADO GABRIEL HIZAUT","BL1222"
"123","JOHN E. HOPCROFT/JEFFREY D. ULLMAN","INTRODUCCIÓN A LA TEORÍA DE AUTOMATAS, LENGUAJES Y COMPUTACIÓN","CECSA","447","EDUCACIÓN","","BL1223"
"124","GABRIEL GARCÍA MÁRQUEZ","CIEN AÑOS DE SOLEDAD","ESPASA CALPE","394","NOVELA","","BL1224"
"125","JUAN RULFO","PEDRO PÁRAMO Y EL LLANO EN LLAMAS","PLANETA","249","NOVELA","","BL1225"
"126","ISABEL ALLENDE","MI PAÍS INVENTADO","SUDAMERICANA","220","NOVELA","","BL1226"
"127","GENARO PRIETO","EL SOCIO","TACORA","128","JUVENIL","","BL1227"
"128","PILAR SORDO","LECCIONES DE SEDUCCIÓN","NORMA","190","AUTOAYUDA","","BL1228"
"129","BALDOMERO LILLO","SUBSOLE","ERCILLA","126","CLÁSICOS Y CUENTOS","","BL1229"
"130","JOSÉ LUIS ARGUMEDO","LA VERDAD OS HARÁ LIBRES","JAC DAVIS","114","RELIGIÓN","","BL1230"
"131","ALEJANDRO BULLÓN","SEÑALES DE ESPERANZA","ASOCIACIÓN CASA EDITORA SUDAMERICANA","140","RELIGIÓN","","BL1231"
"132","CORÍN TELLADO","TÚ NO ERES MI MARIDO","EDICIONES B","159","JUVENIL","","BL1232"
"133","FEDOR DOSTOIEVSKI","POBRES GENTES","COLICHEUQUE","70","NOVELA","","BL1233"
"134","FRANCISCO OLEA LAGOS","LA BATALLA DE LA REINA: UN REPORTE DESDE EL FRENTE VECINAL","SIN EDITORIAL","122","ENSAYOS","","BL1234"
"135","JOANNE ROWLING","HARRY POTTER Y LA ORDEN DEL FENIX","BLOOMSBURY","684","NOVELA","","BL1235"
"136","JOHANNES V. JENSEN","EL RAMO DE MIRTO/WOMBWELL","ANDRÉS BELLO","113","CLÁSICOS Y CUENTOS","","BL1236"
"137","EMILIO SALGARI","EL CORSARIO NEGRO","COLICHEUQUE","79","CLÁSICOS Y CUENTOS","","BL1237"
"138","POLI DÉLANO","HUMO DE TRENES","ANDRÉS BELLO","94","INFANTIL","","BL1238"
"139","PAULO COELHO","EL PEREGRINO (DIARIO DE UN MAGO)","GRIJALBO","222","NOVELA","","BL1239"
"140","VIKTOR FRANKL","EL HOMBRE EN BUSCA DEL SENTIDO","TAIMÍ EDICIONES","184","ENSAYOS","","BL1240"
"141","ANA MARÍA GÜIRALDES","CUENTOS DE SOLEDAD Y ASOMBRO","ANDRÉS BELLO","112","NOVELA","","BL1241"
"142","DARÍO OSES","LA MÚSICA DE LAS ESPERAS","PLANETA","210","NOVELA","","BL1242"
"143","VARIOS AUTORES","DICCIONARIO MAPUCHE","MUSIGRAF","189","DICCIONARIOS","","BL1243"
"144","RICARDO AMSTEIN VARELA","EL REY DE LOS NÚMEROS","PLATERO","30","INFANTIL","","BL1244"
"145","ALBERTO BLEST GANA","MARTÍN RIVAS","CENTRO GRÁFICO","138","NOVELA","","BL1245"
"146","ALEJANDRO BULLÓN","SEÑALES DE ESPERANZA","ASOCIACIÓN CASA EDITORA SUDAMERICANA","140","RELIGIÓN","","BL1246"
"147","JOANNE ROWLING","HARRY POTTER Y LA ORDEN DEL FENIX","BLOOMSBURY","777","NOVELA","","BL1247"
"148","AMANDA CÉSPEDES","NIÑOS CON PATALETA, ADOLESCENTES DESAFIANTES. CÓMO MANEJAR LOS TRASTORNOS DE CONDUCTA EN LOS HIJOS","VERGARA","152","AUTOAYUDA","","BL1248"
"149","JACQUELINE BALCELLS/ANA MARÍA GÜIRALDES","CHIMALPOPOCA, NIÑO AZTECA","ZIG-ZAG","93","INFANTIL","","BL1249"
"150","FRANZ KAFKA","CARTA A MI PADRE Y OTROS ESCRITOS","CENTRO GRÁFICO","350","MISCELÁNEAS LITERARIAS","","BL1250"
"151","JOSÉ LUIS ROSASCO","DÓNDE ESTÁS, CONSTANZA...","ANDRÉS BELLO","125","JUVENIL","","BL1251"
"152","JOSÉ ZORRILLA","DON JUAN TENORIO","ZIG-ZAG","226","TEATRO","","BL1252"
"153","DON JUAN MANUEL","EL CONDE LUCANOR","ERCILLA","254","CLÁSICOS Y CUENTOS","","BL1253"
"154","PEDRO CALDERÓN DE LA BARCA","LA VIDA ES SUEÑO","ERCILLA","237","TEATRO","","BL1254"
"155","JOHN BOYNE","EL NIÑO CON EL PIJAMA DE RAYAS","SALAMANDRA","217","NOVELA","","BL1255"
"156","VIKTOR FRANKL","EL HOMBRE EN BUSCA DEL SENTIDO","HERDER","132","ENSAYOS","","BL1256"
"157","OSCAR WILDE","EL RUISEÑOR Y LA ROSA Y OTROS CUENTOS","ZIG-ZAG","92","CLÁSICOS Y CUENTOS","","BL1257"
"158","ANTOINE DE SAINT-EXUPÉRY","VUELO NOCTURNO","COLICHEUQUE","80","CLÁSICOS Y CUENTOS","","BL1258"
"159","JOSÉ LUIS OLAIZOLA","BIBIANA Y SU MUNDO","EDICIONES SM","126","JUVENIL","","BL1259"
"160","GABRIELA MISTRAL","TERNURA","UNIVERSITARIA","95","POESÍA","","BL1260"
"161","ALICIA MOREL","LA HORMIGUITA CANTORA Y EL DUENDE MELODÍA","ZIG-ZAG","127","INFANTIL","","BL1261"
"162","EDUARDO BARRIOS","EL NIÑO QUE ENLOQUECIÓ DE AMOR","EDICIONES DEL SUR","95","JUVENIL","","BL1262"
"163","JACQUELINE BALCELLS/ANA MARÍA GÜIRALDES","EMILIA Y LA DAMA NEGRA","ANDRÉS BELLO","140","JUVENIL","","BL1263"
"164","ROBERT LAWRENCE STINE","LA HABITACIÓN SECRETA","EDICIONES B","159","NOVELA","TERROR","BL1264"
"165","FELIPE ALLIENDE","MI AMIGO EL NEGRO","UNIVERSITARIA","96","INFANTIL","","BL1265"
"166","SAÚL SCHKOLNIK","CUENTOS PARA SONREÍR","ZIG-ZAG","93","INFANTIL","","BL1266"
"167","AUGUSTO D'HALMAR","JUANA LUCERO","CENTRO GRÁFICO","191","NOVELA","","BL1267"
"168","LUIS SEPÚLVEDA","UN VIEJO QUE LEÍA NOVELAS DE AMOR","TUSQUETS EDITORES","137","NOVELA","","BL1268"
"169","FRANCISCO VIDAL/MARINA CARRASCO/PAULA SANTANA","DISCRIMINACIÓN POR VIH/SIDA EN CHILE. CAMBIOS Y CONTINUIDADES: 2002-2005","FLACSO: CHILE","156","SOCIEDAD","","BL1269"
"170","MARK TWAIN","LAS AVENTURAS DE TOM SAWYER","ZIG-ZAG","139","CLÁSICOS Y CUENTOS","","BL1270"
"171","OSCAR CASTRO","LA VIDA SIMPLEMENTE","SIN EDITORIAL","162","JUVENIL","","BL1271"
"172","JOAN BRADY","DIOS VUELVE EN UNA HARLEY","EDICIONES B","167","NOVELA","","BL1272"
"173","VARIOS AUTORES","CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA DE CHILE","LEXNOVA","96","POLÍTICA","","BL1273"
"174","JOSÉ SARAMAGO","EL EVANGELIO SEGÚN JESUCRISTO","ALFAGUARA","396","NOVELA","","BL1274"
"175","VARIOS AUTORES","EL PRÍNCIPE FELIZ/EL GATO CON BOTAS/ALICIA EN EL PAÍS DE LAS MARAVILLAS","MUNDILIBROS","24","INFANTIL","","BL1275"
"176","ADRIAN ROGERS","LA PASIÓN DE CRISTO Y EL PROPÓSITO DE NUESTRA VIDA","VIDA","156","RELIGIÓN","","BL1276"
"177","DAVID MORRELL","RAMBO II","EMECÉ","300","NOVELA","","BL1277"
"178","WILLIAM SHAKESPEARE","ROMEO Y JULIETA","EDISUR","103","TEATRO","","BL1278"
"179","EDUARDO VALENZUELA OLIVOS","VERANEANDO EN ZAPALLAR","CENTRO GRÁFICO","125","TEATRO","","BL1279"
"180","ELSA BORNEMANN","NO SOMOS IRROMPIBLES","ALFAGUARA","143","JUVENIL","","BL1280"
"181","GABRIEL GARCÍA MÁRQUEZ","CIEN AÑOS DE SOLEDAD","SUDAMERICANA","352","NOVELA","","BL1281"
"182","HOMERO","LA ODISEA","ZIG-ZAG","185","CLÁSICOS Y CUENTOS","","BL1282"
"183","GABRIEL GARCÍA MÁRQUEZ","CRÓNICA DE UNA MUERTE ANUNCIADA","RANDOM HOUSE MONDADORI","137","NOVELA","","BL1283"
"184","GEORGE ORWELL","LA GRANJA DE LOS ANIMALES","COLICHEUQUE","79","NOVELA","","BL1284"
"185","DIMITER INKIOW","MI HERMANA CLARA Y LOS FANTASMAS","EVEREST","88","INFANTIL","","BL1285"
"186","ALFREDO BRYCE ECHENIQUE","LA AMIGDALITIS DE TARZÁN","ESPASA","206","NOVELA","","BL1286"
"187","FEDERICO GARCÍA LORCA","BODAS DE SANGRE/LA CASA DE BERNARDA ALBA","ESPASA","106","TEATRO","","BL1287"
"188","JUAN ANTONIO ARMENGOL","TELEPATÍA","ARRAYÁN EDITORES","187","ENSAYOS","","BL1288"
"189","VARIOS AUTORES","APRENDIENDO A VIVIR JUNTOS","COMISIÓN NACIONAL CHILENA DE COOPERACIÓN CON UNESCO","257","EDUCACIÓN","","BL1289"
"190","CARLOS CUAUHTÉMOC SÁNCHEZ","JUVENTUD EN ÉXTASIS","EDICIONES SELECTAS DIAMANTES","187","AUTOAYUDA","","BL1290"
"191","VARIOS AUTORES","LENGUAS MODERNAS; UNIVERSIDAD DE CHILE; FACULTAD DE FILOSOFÍA, HUMANIDADES Y EDUCACIÓN; DEPARTAMENTO DE LINGÜISTICA","219","EDUCACIÓN","","BL1291"
"192","MICHAEL BERGDAHL","COMPETIR Y PROSPERAR AL ESTILO WAL-MART","DEUSTO","287","ECONOMÍA Y ADMINISTRACIÓN","","BL1292"
"193","ROBERT SLATER","EL RELANZAMIENTO DE MICROSOFT","DEUSTO","240","ECONOMÍA Y ADMINISTRACIÓN","","BL1293"
"194","THOMAS MANN","LA MUERTE EN VENECIA/LAS TABLAS DE LA LEY","ANDRÉS BELLO","212","NOVELA","","BL1294"
"195","WALTER SCOTT","IVANHOE","PROSA","128","CLÁSICOS Y CUENTOS","","BL1295"
"196","BALDOMERO LILLO","SUBTERRA","ANDRÉS BELLO","191","CLÁSICOS Y CUENTOS","PRESTADO GABRIEL HIZAUT","BL1296"
"197","HÉCTOR HIDALGO","LOS GUANTES DEL REY JOAQUÍN","ANDRÉS BELLO","112","INFANTIL","","BL1297"
"198","JEROME DAVID SALINGER","EL GUARDIÁN ENTRE EL CENTENO","ALIANZA","228","NOVELA","","BL1298"
"199","GONZALO CONTRERAS","EL NADADOR","ALFAGUARA","314","NOVELA","","BL1299"
"200","JOSÉ DONOSO","CORONACIÓN","SEIX BARRAL","219","NOVELA","","BL1300"
"201","MARTA BLANCO","MARADENTRO","ALFAGUARA","121","MISCELÁNEAS LITERARIAS","","BL1301"
"202","JOSÉ LUIS OLAIZOLA","CUCHO","EDICIONES SM","96","INFANTIL","","BL1302"
"203","VERÓNICA DE LA PAZ/MARGARITA MIRANDA/LUCÍA ROJAS","¡ALUMNO SORDO INTEGRADO! GUÍA PARA PROFESORES DE EDUCACIÓN GENERAL","UNIVERSITARIA","74","EDUCACIÓN","","BL1303"
"204","MARÍA OLIVIA MÖNCKEBERG","EL SAQUEO DE LOS GRUPOS ECONÓMICOS AL ESTADO CHILENO","EDICIONES B","269","PERIODISMO","","BL1304"
"205","MIGUEL DE CERVANTES","TEXTOS ESCOGIDOS","BIBLIOTECA DE ORO DEL ESTUDIANTE","142","CLÁSICOS Y CUENTOS","","BL1305"
"206","FELIPE BERRIOS, S.J.","PARA AMAR Y SERVIR (CIEN REFLEXIONES)","SANTILLANA","145","ENSAYOS","","BL1306"
"207","ROBERT LAWRENCE STINE","ESCALOFRÍOS: EL CAMPO DE LAS PESADILLAS","NORMA","142","NOVELA","TERROR","BL1307"
"208","VARIOS AUTORES","CUENTOS LATINOAMERICANOS: ANTOLOGÍA","ALFAGUARA","134","CLÁSICOS Y CUENTOS","","BL1308"
"209","JOSÉ MARÍA SÁNCHEZ SILVA","MARCELINO PAN Y VINO","COLICHEUQUE","77","NOVELA","","BL1309"
"210","WILKIE COLLINS","LA DAMA DE BLANCO","ANDRÉS BELLO","260","NOVELA","","BL1310"
